video_id,title,published_at,view_count,like_count,comment_count,duration,thumbnail_url
VNs5tPetH6U,【全員被曝】第五福竜丸事件とは？ #雑学 #まとめる犬,2026-05-15T10:47:03Z,94611,1500,71,PT1M3S,https://i.ytimg.com/vi/VNs5tPetH6U/maxresdefault.jpg
KXrWoAQV0Fg,サンダイヤル計画とは？ #雑学 #まとめる犬,2026-05-14T13:39:58Z,101453,2073,80,PT1M5S,https://i.ytimg.com/vi/KXrWoAQV0Fg/maxresdefault.jpg
h64JLhPU8uM,大陸横断鉄道、最大の難所  #雑学 #まとめる犬,2026-05-13T12:49:53Z,85511,1519,125,PT1M5S,https://i.ytimg.com/vi/h64JLhPU8uM/maxresdefault.jpg
xhjxDlUm7JM,足だけが流れ着くエリア #雑学 #まとめる犬,2026-05-12T12:08:11Z,407039,7550,265,PT1M2S,https://i.ytimg.com/vi/xhjxDlUm7JM/maxresdefault.jpg
zu61oNERETo,神々の戦い #雑学 #まとめる犬,2026-05-11T14:01:05Z,645975,9404,108,PT50S,https://i.ytimg.com/vi/zu61oNERETo/maxresdefault.jpg
IdA3rdKWLK8,なぜWindowsからピンボールは消えたのか？ #雑学 #まとめる犬,2026-05-10T13:11:31Z,180401,2857,107,PT1M2S,https://i.ytimg.com/vi/IdA3rdKWLK8/maxresdefault.jpg
MCgQjGEJTtQ,ドミノスズメとは？ #雑学 #まとめる犬,2026-05-09T13:10:59Z,1945030,27234,1661,PT1M5S,https://i.ytimg.com/vi/MCgQjGEJTtQ/maxresdefault.jpg
bG1N8v4COlk,パクチーはカメムシの匂いは本当か？ #雑学 #まとめる犬,2026-05-08T12:06:32Z,47455,844,86,PT42S,https://i.ytimg.com/vi/bG1N8v4COlk/maxresdefault.jpg
IlCnQLJflzc,世界最小の脊椎動物 #雑学 #まとめる犬,2026-05-07T11:59:57Z,104640,2495,78,PT1M5S,https://i.ytimg.com/vi/IlCnQLJflzc/maxresdefault.jpg
Ln9EuRWRqto,命を削っていた砂場遊びの写真 #雑学 #まとめる犬,2026-05-06T13:28:44Z,430145,6456,198,PT1M2S,https://i.ytimg.com/vi/Ln9EuRWRqto/maxresdefault.jpg
KFBaaB5MYiI,スコヴィル値はなぜ定量できるのか？ #雑学 #まとめる犬,2026-05-05T13:03:03Z,78123,1724,60,PT58S,https://i.ytimg.com/vi/KFBaaB5MYiI/maxresdefault.jpg
YFglN3GRYzc,回転対称なベン図が書ける条件は？ #雑学 #まとめる犬,2026-05-04T12:30:09Z,80413,1680,86,PT1M2S,https://i.ytimg.com/vi/YFglN3GRYzc/maxresdefault.jpg
t_g2zKfTssk,なぜトウガラシは特異的に辛いのか？ #雑学 #まとめる犬,2026-05-03T14:09:08Z,77174,1394,96,PT48S,https://i.ytimg.com/vi/t_g2zKfTssk/maxresdefault.jpg
o6XZo4ffRuA,いちごヨーグルトに使われていた虫 #雑学 #まとめる犬,2026-05-02T13:32:36Z,262956,6297,259,PT1M2S,https://i.ytimg.com/vi/o6XZo4ffRuA/maxresdefault.jpg
P-3MKgMTEgw,レバーキング #雑学 #まとめる犬,2026-05-01T14:14:01Z,1339551,29914,894,PT43S,https://i.ytimg.com/vi/P-3MKgMTEgw/maxresdefault.jpg
q49KgAalknw,ハルヒ問題とは？ #雑学 #まとめる犬,2026-04-30T13:08:14Z,576770,6165,152,PT1M6S,https://i.ytimg.com/vi/q49KgAalknw/maxresdefault.jpg
ZtbGA88EWlU,ストーカーと思われた広告 #雑学 #まとめる犬,2026-04-29T13:16:22Z,49221,1061,28,PT54S,https://i.ytimg.com/vi/ZtbGA88EWlU/maxresdefault.jpg
ZbnkaF59B3w,キラーエイプ仮説とは？ #雑学 #まとめる犬,2026-04-28T13:15:30Z,176307,3329,166,PT1M4S,https://i.ytimg.com/vi/ZbnkaF59B3w/maxresdefault.jpg
mR2U6mGM6xg,ゴンベチンパンジー戦争 #雑学 #まとめる犬,2026-04-27T11:56:40Z,57746,1321,91,PT1M9S,https://i.ytimg.com/vi/mR2U6mGM6xg/maxresdefault.jpg
S0pkyfhfkUo,発音を間違えると条例違反？ #雑学 #まとめる犬,2026-04-26T14:10:08Z,123829,2425,84,PT1M1S,https://i.ytimg.com/vi/S0pkyfhfkUo/maxresdefault.jpg
PCnl-mFWL34,Amazonで大絶賛されたTシャツ #雑学 #まとめる犬,2026-04-25T11:59:33Z,228556,4388,65,PT1M6S,https://i.ytimg.com/vi/PCnl-mFWL34/maxresdefault.jpg
-9TbMb5--1M,AI加工で除名された政治家 #雑学 #まとめる犬,2026-04-24T12:16:35Z,39727,922,78,PT48S,https://i.ytimg.com/vi/-9TbMb5--1M/maxresdefault.jpg
iB81sBRtpN8,なぜ犬は排便ルーレットで南北を向くのか？ #雑学 #まとめる犬,2026-04-23T12:44:28Z,56520,1302,62,PT1M4S,https://i.ytimg.com/vi/iB81sBRtpN8/maxresdefault.jpg
lMl4IcRhMkc,なぜ「フェアリー」は「はがね」に弱いのか？ #雑学 #まとめる犬,2026-04-22T13:05:36Z,52429,1454,109,PT1M8S,https://i.ytimg.com/vi/lMl4IcRhMkc/maxresdefault.jpg
yz704vZfiqA,多くの人命を救ってきた曲 #雑学 #まとめる犬,2026-04-21T13:23:58Z,60280,1414,85,PT39S,https://i.ytimg.com/vi/yz704vZfiqA/maxresdefault.jpg
LnH-FAlMaJE,AIの正体はインド人 #雑学 #まとめる犬,2026-04-20T12:32:03Z,275911,5398,149,PT42S,https://i.ytimg.com/vi/LnH-FAlMaJE/maxresdefault.jpg
2VXOPtWuapE,MITとCaltechの仁義なき戦い #雑学 #まとめる犬,2026-04-19T14:11:05Z,135879,3069,48,PT1M5S,https://i.ytimg.com/vi/2VXOPtWuapE/maxresdefault.jpg
n-TxzQbWgp8,山火事で獲得した能力 #雑学 #まとめる犬,2026-04-18T13:11:03Z,104570,2337,87,PT1M2S,https://i.ytimg.com/vi/n-TxzQbWgp8/maxresdefault.jpg
fRjn8vNXw3c,あまりにも短すぎる論文 #雑学 #まとめる犬,2026-04-17T13:41:18Z,420748,6332,137,PT1M3S,https://i.ytimg.com/vi/fRjn8vNXw3c/maxresdefault.jpg
bPBB_qlOLZA,なぜコーヒーのシミは外側が濃くなるのか？ #雑学 #まとめる犬,2026-04-16T14:05:40Z,344898,11330,197,PT1M1S,https://i.ytimg.com/vi/bPBB_qlOLZA/maxresdefault.jpg
cjsmX3KLbCw,世界を震撼させたクリスパーベビー事件 #雑学 #まとめる犬,2026-04-15T12:31:50Z,167049,2901,224,PT1M8S,https://i.ytimg.com/vi/cjsmX3KLbCw/maxresdefault.jpg
phcW568CCBU,ナプキンリング問題 #雑学 #まとめる犬,2026-04-14T13:02:29Z,164998,3018,104,PT48S,https://i.ytimg.com/vi/phcW568CCBU/maxresdefault.jpg
kE3Pigz3ACM,9割の人が解けない「ヤギの問題」 #雑学 #まとめる犬,2026-04-13T12:13:58Z,202929,3246,344,PT1M4S,https://i.ytimg.com/vi/kE3Pigz3ACM/maxresdefault.jpg
3-_V3L-m_to,整数列辞典の整数はなぜ2層に分かれるのか？ #雑学 #まとめる犬,2026-04-12T14:08:37Z,408311,7123,156,PT1M1S,https://i.ytimg.com/vi/3-_V3L-m_to/maxresdefault.jpg
lSISaKR8_nk,ケルビン卿の拡散装置 #雑学 #まとめる犬,2026-04-11T14:40:18Z,135043,2269,52,PT48S,https://i.ytimg.com/vi/lSISaKR8_nk/maxresdefault.jpg
